model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
C: Forced-inclusion (Model A features + Structure),0.15691788934222717,0.0044728047565328975,0.25341267280165863,0.0092961610415168,0.6340586225537788,0.02557216826278457
