composition,minimum CN_VoronoiNN,maximum CN_VoronoiNN,range CN_VoronoiNN,mean CN_VoronoiNN,avg_dev CN_VoronoiNN,spacegroup_num,crystal_system,crystal_system_int,is_centrosymmetric,n_symmetry_ops,density,vpa,packing fraction
NbCo0.92Ni0.08Sn_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989333,9.971811232772206,1.9718112327828727,9.314540821839282,0.8763605478999651,216,cubic,1,False,24,5.987636530235739,25.007550334653875,0.47780364058772407
NbCo0.92Ni0.08Sn_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430432157311,13.164159280982522,3.584728848825211,10.774342207764112,1.5932093533522174,187,hexagonal,2,False,12,7.544148976861193,19.84908012530314,0.6019774476524209
NbCo0.94Ni0.06Sn_generalized_grouping_grouped_from_oqmd-3241062_rank_3,7.999999999893484,9.971817977428948,1.9718179775354638,9.314545318200231,0.876363545537831,216,cubic,1,False,192,7.020302561544666,21.331375935662052,0.5601466416473586
NbCo0.94Ni0.06Sn_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989333,9.971811232772206,1.9718112327828727,9.314540821839282,0.8763605478999651,216,cubic,1,False,192,5.988299978142311,25.007550334653875,0.47780364058772407
NbCo0.94Ni0.06Sn_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430432157311,13.164159280982522,3.584728848825211,10.774342207764112,1.5932093533522174,187,hexagonal,2,False,12,7.544148976861193,19.84908012530314,0.6019774476524209
NbCo0.96Ni0.04Sn_generalized_grouping_grouped_from_oqmd-3241062_rank_3,7.999999999893484,9.971817977428948,1.9718179775354638,9.314545318200231,0.876363545537831,216,cubic,1,False,192,7.020302561544666,21.331375935662052,0.5601466416473586
NbCo0.96Ni0.04Sn_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989333,9.971811232772206,1.9718112327828727,9.314540821839282,0.8763605478999651,216,cubic,1,False,192,5.988299978142311,25.007550334653875,0.47780364058772407
NbCo0.96Ni0.04Sn_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430432157311,13.164159280982522,3.584728848825211,10.774342207764112,1.5932093533522174,187,hexagonal,2,False,12,7.544148976861193,19.84908012530314,0.6019774476524209
NbCo0.98Ni0.02Sn_generalized_grouping_grouped_from_oqmd-3241062_rank_3,7.999999999893484,9.971817977428948,1.9718179775354638,9.314545318200231,0.876363545537831,216,cubic,1,False,192,7.020302561544666,21.331375935662052,0.5601466416473586
NbCo0.98Ni0.02Sn_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989333,9.971811232772206,1.9718112327828727,9.314540821839282,0.8763605478999651,216,cubic,1,False,192,5.988299978142311,25.007550334653875,0.47780364058772407
NbCo0.98Ni0.02Sn_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430432157311,13.164159280982522,3.584728848825211,10.774342207764112,1.5932093533522174,194,hexagonal,2,True,192,7.544566910760731,19.84908012530314,0.6019774476524209
NbCo0.9Ni0.1Sn_generalized_grouping_grouped_from_oqmd-3241062_rank_3,7.999999999893484,9.971817977428948,1.9718179775354638,9.314545318200231,0.876363545537831,216,cubic,1,False,24,7.019524777356338,21.331375935662052,0.5601466416473586
NbCo0.9Ni0.1Sn_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989333,9.971811232772206,1.9718112327828727,9.314540821839282,0.8763605478999651,216,cubic,1,False,24,5.987636530235739,25.007550334653875,0.47780364058772407
NbCo0.9Ni0.1Sn_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430432157311,13.164159280982522,3.584728848825211,10.774342207764112,1.5932093533522174,187,hexagonal,2,False,24,7.543731042961656,19.84908012530314,0.6019774476524209
NbCo1.05Sn_generalized_grouping_grouped_from_oqmd-3241062_rank_3,7.999999999893484,9.971817977428948,1.9718179775354638,9.314545318200231,0.876363545537831,216,cubic,1,False,192,7.020302561544666,21.331375935662052,0.5601466416473586
NbCo1.05Sn_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989333,9.971811232772206,1.9718112327828727,9.314540821839282,0.8763605478999651,216,cubic,1,False,192,5.988299978142311,25.007550334653875,0.47780364058772407
NbCo1.05Sn_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430432157311,13.164159280982522,3.584728848825211,10.774342207764112,1.5932093533522174,194,hexagonal,2,True,192,7.544566910760731,19.84908012530314,0.6019774476524209
