epoch,train loss,val loss,swa
0.0,0.30926720457311024,0.31218048340281523,n
19.0,0.17662758389245792,0.21534022590807847,y
39.0,0.17152853052779987,0.21373455597644545,y
59.0,0.16951229547192548,0.211513356303912,y
79.0,0.16865116832896493,0.2186760861846506,y
99.0,0.1680749237237593,0.2167837360524543,y
119.0,0.1678254853330764,0.22084802624741878,y
